@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_b {"TIN", "UNT"}

@data
'    daveb the most boring man to have ever graced simb thank fuck he was run off the bored',TIN
' did you see what she said about travis on ellen that one hating ass bitch loudly crying face',TIN
' any day you free i am dead ass serious an do not call me talking about come get him cause imma block yo ass',TIN
'  that is the same old crap spewed by the liberals msm they are disgusting',TIN
' im fucking sad also this gif is art',TIN
'  they thought she would win so they could implement the last part of their plan to use the guillotines from china and blades from mexico maga  lockthemallup  confirmkavanaugh wwg1wga  patriotsunited  godblessamerica  godblesstheworld  godblessourmilitary  100thmonkey',TIN
' go away you are irrelevant',TIN
' didnt me too woman molest a young boy and the next day they were forgiving her hypocrisy thrives in celebrity circles',TIN
' he is such a piece of shit',TIN
' seriously guess comedy is easier to get viral have you tried drawing shit xd',UNT
' that stage was such a pain in the ass for terrorist hunt i loved it',UNT
' not sure just woke up wanting to fuck some chuds up  might be the antifa super soldier serum or something idk',TIN
' i really hope you do not block me until after next monday i want to see this page reaction when kavanaugh gets confirmed to the supreme court that gun control is effectively dead',TIN
'  why do you have to bring race into this the real racist are democrats and liberals like you',TIN
' thats unepic',TIN
'   stop lying liberals he said that is absolutely nuts',TIN
'  she either testifies or shuts upshe is either a fraud or a false memory personwhen you have been raped you never forget it ever',TIN
'snowflake    whine whine whine maga  baby ',TIN
'  mueller was told he either would co operate or go to prison for life or be executedit is all coming out maga drainthedeepstate confirmkavanaugh traitorsall',TIN
'     she is a disgusting coont',UNT
' that really insulting because there are a lot of latinos like me and there are a lot black conservatives who believe in god we are not crackheads nor are we uneducated these celebrities are garbage who know only how to read from a script that all',TIN
'     amazing how they can consistently manage to piss off both progressives and conservatives by being so arrogantly misguided  often in same segments',TIN
'america  walkaway get out and vote or live in poverty and servitude maga  wwg1wga ',UNT
'  achichincle lamebotas',TIN
'  espn is a joke she is an entitled bully who cant handle losing',TIN
' i thought the left hated guns and gun violence gun control right',TIN
' fuckin great brother i just laughed like a little girl grab your balls stay in the trade',TIN
' she is a liar',TIN
'     its already legalized killing of babies and liberals are afraid of trumps supreme court picks taking it away',TIN
'   look ellen i am not a socialist commie you are the one for government universal health care bigger government gun control and free colleges i am american im for capitalism',TIN
' i simply disagree flotus he or she is exposing the egregious behavior of your husband which no one else will potus actions are hurting this country words matter and style matters truth matters',TIN
'kkk amp gun control are traditions of    dems started the kkk because they hated blacks  then they started gun control to stop the  from arming the klans victims  2a gunsense is gun ownership whateverittakes to inform liberals of the truth ',TIN
'  i dont see that as racist though all i see is an undeserving overbearing crybaby throwing a tantrum like only serena williams can pull off maybe shes the racist if thats all she sees',TIN
' you are becoming the court jester of the senate',TIN
