@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_c {"OTH", "IND", "GRP"}

@data
' democrats havent done anything but cover up so all you think you have a solution ya dontyou want gun control how about abortion control free medical free ed quit tripping',GRP
'  poor baby  this is why you and your entire network can not be trusted  the only people still watching cnn are brainwashed liberals and demonrats ',GRP
'  maxine is a cracked pot and should be run out of town   what  a loser she isgrinning face what a joke she is also',IND
' you kept a scj seat open for over a year with merrick garland it is not fair to push kavanaugh thru he is the most unpopular nominee ever the american people deserve better than this the woman deserves better than this',IND
'          ha if you really cant see the hypocrisy that is antifa then you have obvious drunk the cool aid',IND
' what do you care you are going to prison prison regardless ',IND
' free speech is alive but not so well since all social media platforms are run with a strict dictatorship of opinions by libtards',OTH
' i wonder if they are sex traffic victims',IND
'   cares a great deal about how he is perceived the number of people who died is largely irrelevant to him as long as he doesnt look bad not sure how blaming democrats fits with trumps amorality and lack of empathy but his inability to take responsibility fits',IND
' did he miss his head this is a total lack of gun control',IND
' i always knew that is how biden and obama felt about conservatives it is just shocking that they so easily admit it now no wonder there is such hatred and violence on the left',GRP
'  he worries about antifa while he invites and poses for pics with known neonazis smdh',IND
' get your shit together',OTH
' aa mr bean should crawl back under his rock',IND
'  and people take pride in living in a place where survival is a moment to moment struggle a d everything is just shit they feel tougher and stronger than people in successful pleasant educated clean areas not plagued by violence and death ive been that guy',OTH
'  antifa is much much smaller than white supremacists in america and responsible for a fraction of the violence also nazis are bad',GRP
' re ford when she was 15 where were her parents are liberals corrupt politicians all going collude with people to come up with stories from years ago that cant be proved  and to the senator from hawaii shes the reason women have a hard time life aint easy',GRP
' by acting like a spoiled brat  women do not need that sort of help',IND
' k nvm fuck battlefield ',IND
'what the hell are these leftys talking about  they will say anything to stop maga ',GRP
' what about trumps promise on the border wall or do we pay for his lie what about gun control and innocent lives taken',IND
'    time for maga to flip it hugging face',IND
' but she is ok with killing babies',IND
' it seems that the more often these types of events occur the more the gun control and safety debate heats up i believe eventually state legislatures will pass laws providing schools with better protection but it is sad that these events have to occur in order to push the agenda',IND
