@relation 'train-set'

@attribute id real
@attribute 'Document Text' string
@attribute subtask_a {"NOT", "OFF"}

@data
98144,' you do not agree sexual assault is more serious than marijuana use how many baseless allegations are supported by therapist corroboration 6 years beforehand there evidence and conservatives are afraid investigation would make it more convincing',OFF
39362,' she is one ugly and dumb woman',OFF
78293,' no way she is',NOT
83523,' this liberal is pissed that anyone would give that disgusting pos an award for equality andfu for including all liberals in this bullshit decision by the hrc',OFF
96821,' agreedhe is the future',NOT
31191,'  you should be fired you are dead to the public for your fake news why dont you show him approaching the crowd scared  if you cant stand the fire get out of the kitchen',OFF
62289,'  enioy you are gonna rock it jackie',NOT
17302,'  i think she is a hypocrite and loyal to the evil gop vote her out',OFF
68009,'       the fbi has already done 6 investigations on kavanough how many more do you whining liberals need face with rolling eyes',NOT
46457,'2010 conservatives slash housing associations annual capital funding from £3bn a year to £450m  £25bn over 10yrs  2018 theresamay announces groundbreaking housing initiative of £2bn for the decade £200m a year   houseshousingforall housingcrisis housingmarket nhf18 ',NOT
30459,'newyork state republicans amp conservatives democrats who dont want cuomo need to vote for  for governor he is the best amp sharpest choice ',NOT
48899,' neveragain we need gun control it is enough do something ',NOT
90302,'  john mcenroe is older than you are',NOT
31790,'2 the reality is that alleslev crossing over more like double xing to the cpc is good news for the liberals as anyone who seriously believes that the cons are a better party has questionable intelligence amp judgement and the liberals are better off without her ',NOT
75007,'   well they have run out of space that is not environmentally protected we do not live on an island of infinite land',NOT
21993,' holy shit',NOT
10889,' only the arm  he really sucks at gun control',OFF
72441,' youll have to tell me your secrets over dinner sometime',NOT
81841,' totally agree with you with the double standard  why is there always a sexist argument when it involves serenashe is not the shining light of the wta  carlos was just doing his job  serena smashed her racket and had three audible obscenities against ramos shrug',NOT
79276,'bert and ernie are puppets   dogs are not children   there are only two genders   and there will be two terms  maga ',OFF
10444,' was she physically threatening the boys or us was she completely slandering their name no she wasnt im honestly not for her saying that shit ya of course like ya she said it and fucked up but at least she owned up to it and apologized but death threats is way out of line',OFF
72318,' this asshole   lies about republicans',OFF
94450,'          antifa unmasked and up closehey is that who i think it is ps they are so stupid no one told them a white raised fist stands for white powerso thanks d*mbasses ',OFF
11086,' all part of a plan by conservative budgets  even a layperson like me knew that it was exactly what would happen by cutting policing   clapping handsclapping handsclapping handsclapping handsclapping handsclapping hands  to ',NOT
15541,' hi there is your unroll thread by  1 ok something very strange is going on holton arms  the exclusive girls school of fraud blasey […] christineblaseyford maga  see you soon robot face',NOT
39354,'  jason you are better than this re tweeting click bait',NOT
16069,'   she probably did not think it would get this far i hope the little sleaze does not go to the hearing and i hope if she does that they will prove what a liar conniving witch she and the rest of the liberals are',OFF
66019,'maga booked with the boysclinking beer mugssun',NOT
58928,' she is buttering the media up  guilty',NOT
39057,' i urge you to stop facebook from censoring conservatives ',NOT
65526,' ellison has done far worse and there hard evidence nothing is being done in that matter maga',NOT
61248,' another sick liberal face with hand over mouth',OFF
74446,'  antifa otherwise known as nazi brownshirts  i never thought of that comparison before  lol  its ironic that theyre the ones that call everyone else a nazi for disagreeing with anything they say  lol',OFF
85392,'  thanks david was always helpful and inspiring when i was a student he is greatly missed',NOT
